chrom,position,ref_reads,alt_reads
chr3,1011630,61,93
chr1,1011640,83,98
chr1,1011650,84,26
chr2,1011660,21,15
chr2,1011670,26,121
chr3,1011680,76,114
chr3,1011690,109,18
chr1,1011700,95,103
chr3,1011710,62,109
chr3,1011720,8,36
chr3,1011730,79,120
chr1,1011740,79,28
chr3,1011750,46,134
chr3,1011760,67,129
chr3,1011770,45,3
chr2,1011780,49,33
chr3,1011790,117,52
chr3,1011800,65,108
chr2,1011810,143,32
chr2,1011820,62,71
chr1,1011830,10,58
chr1,1011840,20,80
chr2,1011850,13,90
chr1,1011860,10,114
chr3,1011870,174,22
chr1,1011880,65,102
chr3,1011890,81,56
chr3,1011900,22,83
chr3,1011910,55,27
chr2,1011920,10,113
chr1,1011930,32,36
chr1,1011940,19,71
chr2,1011950,19,1
chr2,1011960,131,29
chr1,1011970,57,141
chr2,1011980,127,15
chr2,1011990,12,69
chr3,1012000,47,4
chr3,1012010,70,107
chr3,1012020,28,20
chr2,1012030,25,43
chr2,1012040,56,136
chr3,1012050,29,20
chr3,1012060,138,25
chr1,1012070,175,12
chr3,1012080,20,18
chr3,1012090,18,19
chr1,1012100,8,12
chr1,1012110,37,60
chr1,1012120,84,50
chr1,1012130,115,79
chr2,1012140,120,12
chr1,1012150,89,44
chr1,1012160,23,162
chr2,1012170,39,159
chr1,1012180,55,27
chr1,1012190,69,82
chr1,1012200,23,125
chr2,1012210,16,11
chr3,1012220,164,12
chr1,1012230,67,7
chr1,1012240,55,67
chr1,1012250,12,138
chr1,1012260,15,36
chr2,1012270,26,3
chr3,1012280,102,27
chr1,1012290,44,137
chr1,1012300,23,120
chr2,1012310,40,66
chr3,1012320,27,47
chr3,1012330,51,0
chr3,1012340,33,164
chr1,1012350,36,118
chr1,1012360,75,37
chr1,1012370,4,23
chr2,1012380,61,23
chr2,1012390,66,10
chr2,1012400,66,20
chr1,1012410,71,20
chr1,1012420,51,22
chr1,1012430,47,39
chr3,1012440,32,38
chr2,1012450,58,58
chr2,1012460,75,36
chr3,1012470,27,0
chr3,1012480,78,103
chr3,1012490,34,20
chr1,1012500,73,42
chr3,1012510,19,88
chr1,1012520,32,65
chr1,1012530,7,44
chr2,1012540,84,55
chr3,1012550,55,10
chr1,1012560,61,102
chr1,1012570,136,48
chr3,1012580,89,72
chr1,1012590,70,4
chr1,1012600,39,156
chr1,1012610,23,3
chr3,1012620,9,84
chr1,1012630,5,21
chr2,1012640,102,78
chr3,1012650,46,124
chr2,1012660,38,66
chr2,1012670,40,126
chr2,1012680,78,53
chr1,1012690,46,98
chr1,1012700,92,74
chr2,1012710,5,50
chr2,1012720,23,25
chr3,1012730,50,51
chr2,1012740,0,21
chr1,1012750,30,118
chr2,1012760,43,23
chr2,1012770,133,34
chr3,1012780,15,15
chr2,1012790,16,133
chr3,1012800,38,100
chr3,1012810,34,125
chr2,1012820,36,3
chr2,1012830,11,13
chr1,1012840,18,38
chr1,1012850,37,148
chr3,1012860,147,9
chr3,1012870,13,59
chr1,1012880,89,102
chr3,1012890,94,24
chr1,1012900,73,32
chr3,1012910,91,36
chr1,1012920,17,26
chr1,1012930,80,20
chr3,1012940,144,33
chr3,1012950,24,115
chr3,1012960,65,13
chr2,1012970,98,49
chr2,1012980,71,62
chr3,1012990,68,66
chr3,1013000,8,25
chr3,1013010,18,10
chr3,1013020,11,48
chr1,1013030,14,30
chr2,1013040,105,17
chr3,1013050,30,11
chr2,1013060,14,9
chr2,1013070,101,72
chr1,1013080,14,34
chr3,1013090,60,68
chr2,1013100,73,44
chr1,1013110,46,10
chr3,1013120,73,21
chr3,1013130,34,55
chr2,1013140,90,75
chr1,1013150,75,72
chr1,1013160,85,19
chr1,1013170,21,40
chr1,1013180,34,85
chr3,1013190,44,16
chr2,1013200,90,95
chr2,1013210,4,49
chr1,1013220,22,14
chr1,1013230,61,123
chr1,1013240,147,25
chr2,1013250,53,88
chr3,1013260,87,8
chr3,1013270,4,102
chr1,1013280,42,94
chr3,1013290,29,96
chr3,1013300,33,72
chr2,1013310,22,24
chr1,1013320,42,34
chr3,1013330,6,44
chr1,1013340,12,141
chr1,1013350,98,89
chr3,1013360,15,102
chr2,1013370,14,17
chr3,1013380,27,45
chr2,1013390,83,74
chr3,1013400,143,49
chr1,1013410,156,8
chr2,1013420,124,49
chr2,1013430,56,85
chr1,1013440,40,25
chr3,1013450,49,34
chr2,1013460,11,138
chr3,1013470,51,22
chr3,1013480,67,59
chr3,1013490,57,13
chr1,1013500,51,4
chr3,1013510,31,103
chr1,1013520,20,25
chr2,1013530,14,34
chr3,1013540,141,27
chr2,1013550,10,20
chr3,1013560,39,20
chr2,1013570,20,10
chr1,1013580,171,12
chr2,1013590,108,24
chr2,1013600,38,20
chr3,1013610,64,9
chr3,1013620,7,110
chr3,1013630,48,26
chr3,1013640,108,22
chr1,1013650,140,31
chr2,1013660,80,89
chr2,1013670,78,10
chr1,1013680,18,57
chr2,1013690,2,50
chr3,1013700,40,15
chr3,1013710,86,81
chr3,1013720,91,9
chr2,1013730,55,73
chr1,1013740,99,74
chr1,1013750,66,26
chr2,1013760,43,16
chr1,1013770,11,25
chr1,1013780,86,62
chr3,1013790,61,19
chr2,1013800,69,121
chr1,1013810,59,64
chr2,1013820,10,51
chr3,1013830,40,4
chr3,1013840,14,44
chr1,1013850,17,37
chr2,1013860,132,18
chr2,1013870,34,93
chr3,1013880,98,93
chr3,1013890,12,186
chr3,1013900,96,25
chr1,1013910,57,60
chr2,1013920,19,12
chr1,1013930,2,36
chr2,1013940,84,36
chr3,1013950,4,59
chr1,1013960,11,57
chr1,1013970,29,7
chr1,1013980,15,78
chr3,1013990,5,71
chr1,1014000,52,22
chr1,1014010,37,29
chr3,1014020,15,16
chr2,1014030,56,25
chr1,1014040,93,6
chr3,1014050,78,24
chr1,1014060,19,8
chr1,1014070,88,80
chr2,1014080,79,21
chr3,1014090,22,115
chr2,1014100,18,26
chr2,1014110,93,15
chr3,1014120,15,16
chr2,1014130,61,101
chr1,1014140,7,71
chr3,1014150,157,16
chr3,1014160,99,29
chr1,1014170,5,40
chr1,1014180,8,58
chr1,1014190,14,37
chr2,1014200,9,20
chr2,1014210,26,9
chr2,1014220,64,100
chr2,1014230,122,48
chr2,1014240,36,9
chr2,1014250,18,87
chr3,1014260,124,30
chr3,1014270,18,15
chr3,1014280,14,84
chr3,1014290,99,37
chr3,1014300,0,26
chr3,1014310,16,140
chr2,1014320,63,71
chr3,1014330,154,41
chr1,1014340,63,28
chr3,1014350,39,39
chr1,1014360,74,27
chr1,1014370,96,39
chr3,1014380,14,172
chr2,1014390,137,28
chr2,1014400,27,95
chr1,1014410,35,1
chr2,1014420,17,16
chr1,1014430,20,158
chr2,1014440,120,51
chr2,1014450,98,29
chr2,1014460,15,49
chr2,1014470,32,85
chr3,1014480,44,106
chr3,1014490,34,22
chr3,1014500,123,67
chr1,1014510,20,167
chr3,1014520,15,112
chr3,1014530,32,26
chr3,1014540,10,24
chr2,1014550,79,60
chr2,1014560,12,11
chr2,1014570,87,25
chr2,1014580,97,75
chr2,1014590,73,87
chr3,1014600,168,12
chr3,1014610,22,13
chr2,1014620,35,154
chr2,1014630,43,84
chr3,1014640,56,89
chr3,1014650,8,66
chr2,1014660,178,11
chr1,1014670,21,32
chr2,1014680,38,139
chr3,1014690,13,19
chr1,1014700,99,61
chr2,1014710,28,9
chr3,1014720,35,144
chr3,1014730,46,69
chr3,1014740,34,108
chr2,1014750,27,31
chr2,1014760,25,40
chr1,1014770,10,38
chr3,1014780,29,52
chr3,1014790,20,15
chr1,1014800,66,74
chr2,1014810,6,23
chr3,1014820,105,72
chr1,1014830,104,68
chr3,1014840,106,16
chr2,1014850,8,95
chr2,1014860,125,27
chr1,1014870,30,54
chr1,1014880,103,93
chr3,1014890,18,4
chr2,1014900,65,127
chr2,1014910,148,13
chr1,1014920,63,76
chr1,1014930,46,131
chr3,1014940,12,75
chr2,1014950,133,32
chr3,1014960,7,49
chr3,1014970,68,104
chr1,1014980,27,168
chr2,1014990,41,51
chr1,1015000,84,78
chr3,1015010,6,62
chr3,1015020,24,116
chr2,1015030,57,50
chr2,1015040,108,51
chr2,1015050,33,23
chr2,1015060,41,39
chr1,1015070,134,56
chr1,1015080,102,41
chr1,1015090,13,45
chr1,1015100,75,7
chr3,1015110,24,41
chr1,1015120,81,26
chr1,1015130,20,10
chr2,1015140,75,6
chr3,1015150,74,22
chr1,1015160,52,120
chr3,1015170,11,60
chr3,1015180,19,4
chr3,1015190,43,35
chr3,1015200,38,53
chr2,1015210,29,138
chr2,1015220,24,88
chr3,1015230,38,44
chr3,1015240,31,42
chr3,1015250,21,115
chr2,1015260,125,4
chr2,1015270,51,42
chr3,1015280,18,108
chr3,1015290,24,52
chr3,1015300,84,104
chr3,1015310,11,11
chr2,1015320,99,40
chr1,1015330,15,10
chr1,1015340,4,20
chr2,1015350,15,9
chr2,1015360,17,56
chr1,1015370,11,55
chr1,1015380,171,25
chr1,1015390,16,12
chr3,1015400,63,55
chr1,1015410,18,21
chr1,1015420,104,37
chr3,1015430,35,45
chr3,1015440,28,114
chr2,1015450,107,75
chr3,1015460,25,172
chr1,1015470,3,98
chr3,1015480,67,14
chr2,1015490,121,43
chr1,1015500,3,19
chr2,1015510,15,164
chr2,1015520,26,6
chr2,1015530,125,14
chr3,1015540,122,22
chr3,1015550,7,101
chr2,1015560,75,17
chr2,1015570,50,37
chr2,1015580,30,131
chr2,1015590,113,7
chr3,1015600,57,60
chr3,1015610,23,7
chr2,1015620,20,104
chr3,1015630,62,24
chr1,1015640,48,94
chr3,1015650,17,31
chr2,1015660,110,46
chr3,1015670,165,7
chr1,1015680,52,43
chr1,1015690,124,65
chr3,1015700,7,21
chr1,1015710,13,46
chr1,1015720,28,16
chr3,1015730,12,12
chr3,1015740,59,99
chr3,1015750,35,108
chr2,1015760,39,18
chr2,1015770,68,23
chr1,1015780,103,49
chr1,1015790,101,94
chr3,1015800,61,48
chr1,1015810,90,75
chr3,1015820,44,12
chr2,1015830,21,58
chr3,1015840,154,41
chr1,1015850,35,12
chr3,1015860,58,42
chr3,1015870,105,28
chr3,1015880,24,35
chr1,1015890,43,21
chr3,1015900,44,37
chr3,1015910,49,63
chr1,1015920,105,29
chr2,1015930,73,13
chr2,1015940,7,68
chr1,1015950,33,26
chr2,1015960,65,52
chr3,1015970,54,5
chr1,1015980,52,58
chr3,1015990,29,23
chr3,1016000,9,16
chr1,1016010,56,110
chr3,1016020,77,22
chr1,1016030,141,46
chr3,1016040,29,82
chr2,1016050,12,104
chr3,1016060,65,13
chr3,1016070,31,47
chr1,1016080,51,16
chr2,1016090,166,22
chr3,1016100,21,11
chr3,1016110,103,23
chr2,1016120,18,46
chr2,1016130,43,65
chr2,1016140,153,36
chr2,1016150,108,11
chr2,1016160,41,133
chr3,1016170,147,38
chr2,1016180,9,17
chr2,1016190,105,47
chr3,1016200,25,39
chr1,1016210,58,19
chr3,1016220,47,3
chr1,1016230,33,9
chr2,1016240,151,38
chr1,1016250,91,66
chr3,1016260,62,117
chr1,1016270,89,37
chr1,1016280,162,15
chr1,1016290,23,35
chr2,1016300,71,107
chr3,1016310,9,92
chr1,1016320,54,65
chr2,1016330,11,10
chr3,1016340,41,55
chr3,1016350,3,28
chr3,1016360,13,45
chr3,1016370,17,15
chr2,1016380,46,19
chr3,1016390,117,57
chr1,1016400,66,66
chr3,1016410,12,24
chr3,1016420,62,61
chr2,1016430,96,21
chr1,1016440,33,74
chr1,1016450,24,104
chr2,1016460,119,63
chr2,1016470,35,54
chr1,1016480,112,65
chr1,1016490,14,79
chr3,1016500,13,69
chr2,1016510,85,90
chr1,1016520,28,51
chr1,1016530,9,89
chr2,1016540,34,22
chr2,1016550,27,14
chr1,1016560,45,122
chr2,1016570,86,29
chr1,1016580,56,31
chr1,1016590,10,26
chr3,1016600,5,26
chr3,1016610,96,73
chr2,1016620,128,36
chr2,1016630,101,56
chr1,1016640,93,44
chr3,1016650,37,4
chr2,1016660,41,98
chr1,1016670,46,23
chr3,1016680,19,14
chr1,1016690,114,80
chr3,1016700,4,44
chr1,1016710,103,80
chr3,1016720,181,18
chr1,1016730,125,19
chr1,1016740,17,9
chr2,1016750,22,26
chr3,1016760,93,65
chr3,1016770,27,25
chr2,1016780,140,13
chr2,1016790,62,68
chr1,1016800,40,58
chr3,1016810,142,37
chr1,1016820,166,32
chr1,1016830,59,18
chr1,1016840,37,8
chr2,1016850,70,123
chr3,1016860,37,11
chr2,1016870,18,5
chr2,1016880,90,28
chr3,1016890,13,147
chr3,1016900,13,45
chr2,1016910,26,8
chr2,1016920,83,55
chr2,1016930,37,11
chr3,1016940,96,80
chr3,1016950,83,11
chr1,1016960,47,88
chr3,1016970,25,26
chr2,1016980,19,130
chr3,1016990,162,32
chr3,1017000,22,81
chr3,1017010,12,29
chr2,1017020,38,8
chr1,1017030,56,44
chr1,1017040,118,27
chr2,1017050,82,29
chr2,1017060,28,12
chr1,1017070,27,39
chr2,1017080,74,46
chr3,1017090,14,89
chr3,1017100,22,3
chr1,1017110,11,155
chr3,1017120,121,29
chr1,1017130,7,13
chr2,1017140,50,27
chr1,1017150,111,32
chr1,1017160,38,147
chr3,1017170,21,13
chr1,1017180,56,125
chr1,1017190,79,103
chr1,1017200,48,35
chr2,1017210,20,24
chr3,1017220,11,32
chr3,1017230,29,2
chr1,1017240,13,24
chr1,1017250,7,27
chr2,1017260,42,4
chr3,1017270,77,14
chr3,1017280,22,57
chr1,1017290,91,102
chr2,1017300,105,59
chr2,1017310,91,21
chr1,1017320,32,40
chr1,1017330,22,5
chr1,1017340,57,41
chr1,1017350,16,30
chr1,1017360,136,57
chr2,1017370,39,30
chr2,1017380,9,141
chr1,1017390,38,74
chr1,1017400,38,153
chr3,1017410,31,12
chr2,1017420,21,58
chr2,1017430,122,19
chr1,1017440,116,34
chr2,1017450,126,41
chr2,1017460,44,21
chr2,1017470,9,25
chr3,1017480,117,55
chr2,1017490,13,23
chr1,1017500,48,97
chr2,1017510,43,60
chr2,1017520,14,14
chr3,1017530,74,111
chr2,1017540,122,73
chr3,1017550,64,18
chr3,1017560,5,131
chr3,1017570,121,28
chr2,1017580,90,17
chr1,1017590,14,77
chr1,1017600,111,47
chr2,1017610,29,54
chr3,1017620,69,22
chr1,1017630,24,16
chr2,1017640,26,11
chr1,1017650,52,31
chr2,1017660,71,30
chr3,1017670,43,86
chr1,1017680,57,57
chr2,1017690,16,169
chr2,1017700,44,7
chr1,1017710,15,15
chr2,1017720,33,31
chr1,1017730,3,49
chr2,1017740,111,10
chr1,1017750,78,110
chr3,1017760,33,122
chr1,1017770,26,4
chr2,1017780,27,171
chr3,1017790,100,7
chr3,1017800,21,39
chr1,1017810,19,145
chr1,1017820,38,57
chr1,1017830,66,74
chr3,1017840,60,5
chr3,1017850,21,158
chr1,1017860,54,45
chr2,1017870,67,6
chr3,1017880,32,73
chr1,1017890,47,64
chr2,1017900,142,25
chr1,1017910,136,44
chr3,1017920,166,21
chr3,1017930,77,102
chr1,1017940,37,79
chr2,1017950,10,11
chr3,1017960,11,41
chr1,1017970,22,155
chr1,1017980,66,114
chr2,1017990,88,8
chr2,1018000,47,88
chr3,1018010,98,75
chr2,1018020,73,96
chr2,1018030,43,79
chr3,1018040,118,67
chr1,1018050,15,107
chr3,1018060,85,24
chr3,1018070,64,129
chr2,1018080,134,7
chr2,1018090,18,144
chr1,1018100,106,19
chr2,1018110,124,14
chr1,1018120,116,75
chr1,1018130,33,35
chr1,1018140,99,24
chr3,1018150,32,48
chr2,1018160,69,73
chr2,1018170,142,11
chr1,1018180,22,6
chr2,1018190,4,21
chr1,1018200,28,64
chr2,1018210,27,95
chr3,1018220,54,125
chr2,1018230,42,18
chr1,1018240,110,23
chr3,1018250,22,5
chr2,1018260,22,69
chr3,1018270,13,184
chr1,1018280,56,55
chr1,1018290,75,6
chr2,1018300,88,15
chr1,1018310,45,36
chr2,1018320,57,73
chr1,1018330,128,18
chr1,1018340,3,23
chr1,1018350,68,35
chr2,1018360,17,134
chr2,1018370,31,122
chr2,1018380,15,62
chr2,1018390,16,25
chr1,1018400,69,104
chr3,1018410,57,89
chr2,1018420,6,16
chr1,1018430,71,75
chr1,1018440,6,54
chr2,1018450,36,89
chr2,1018460,6,27
chr1,1018470,7,24
chr2,1018480,76,30
chr2,1018490,29,2
chr3,1018500,83,77
chr3,1018510,21,23
chr2,1018520,10,54
chr3,1018530,76,65
chr3,1018540,70,96
chr2,1018550,30,44
chr1,1018560,108,11
chr1,1018570,65,127
chr1,1018580,27,128
chr1,1018590,108,30
chr3,1018600,33,39
chr3,1018610,15,36
chr2,1018620,52,18
chr2,1018630,49,14
chr1,1018640,7,94
chr1,1018650,87,78
chr2,1018660,120,49
chr2,1018670,43,13
chr1,1018680,41,74
chr3,1018690,32,43
chr3,1018700,48,76
chr3,1018710,69,9
chr3,1018720,20,130
chr3,1018730,104,71
chr2,1018740,43,11
chr2,1018750,59,53
chr1,1018760,69,47
chr2,1018770,32,122
chr2,1018780,9,86
chr2,1018790,47,21
chr2,1018800,24,89
chr1,1018810,32,146
chr2,1018820,6,37
chr2,1018830,122,45
chr1,1018840,23,33
chr2,1018850,16,7
chr1,1018860,35,92
chr3,1018870,132,13
chr3,1018880,20,19
chr2,1018890,113,58
chr2,1018900,44,25
chr2,1018910,73,123
chr2,1018920,35,163
chr3,1018930,49,66
chr3,1018940,28,96
chr2,1018950,130,53
chr1,1018960,71,65
chr1,1018970,75,42
chr3,1018980,79,6
chr1,1018990,51,47
chr2,1019000,76,105
chr2,1019010,75,108
chr2,1019020,12,13
chr2,1019030,24,34
chr2,1019040,163,26
chr1,1019050,119,15
chr1,1019060,63,81
chr3,1019070,26,5
chr3,1019080,136,14
chr1,1019090,23,14
chr1,1019100,30,29
chr3,1019110,31,9
chr2,1019120,55,107
chr3,1019130,42,76
chr3,1019140,26,19
chr1,1019150,5,22
chr3,1019160,37,82
chr3,1019170,37,69
chr1,1019180,28,33
chr2,1019190,182,9
chr2,1019200,9,24
chr2,1019210,61,36
chr1,1019220,2,19
chr3,1019230,27,111
chr2,1019240,27,29
chr3,1019250,68,20
chr1,1019260,135,50
chr2,1019270,40,20
chr2,1019280,43,38
chr3,1019290,55,24
chr2,1019300,74,70
chr1,1019310,107,23
chr3,1019320,2,31
chr3,1019330,88,15
chr2,1019340,15,134
chr2,1019350,14,75
chr2,1019360,68,96
chr2,1019370,51,91
chr3,1019380,55,53
chr3,1019390,19,28
chr2,1019400,49,36
chr3,1019410,130,52
chr1,1019420,10,14
chr3,1019430,83,104
chr1,1019440,80,103
chr1,1019450,45,19
chr1,1019460,96,74
chr2,1019470,53,13
chr3,1019480,47,3
chr1,1019490,121,37
chr2,1019500,25,4
chr3,1019510,120,17
chr3,1019520,13,20
chr2,1019530,91,8
chr3,1019540,34,78
chr2,1019550,22,7
chr2,1019560,16,79
chr2,1019570,49,64
chr3,1019580,80,44
chr2,1019590,12,8
chr2,1019600,80,72
chr3,1019610,24,15
chr1,1019620,24,3
chr2,1019630,7,183
chr2,1019640,12,8
chr1,1019650,49,27
chr3,1019660,31,52
chr3,1019670,89,48
chr3,1019680,11,36
chr2,1019690,86,54
chr1,1019700,28,98
chr3,1019710,159,25
chr1,1019720,34,160
chr3,1019730,58,126
chr2,1019740,54,14
chr3,1019750,107,32
chr1,1019760,38,25
chr1,1019770,6,69
chr1,1019780,124,51
chr2,1019790,74,56
chr3,1019800,145,8
chr2,1019810,72,55
chr2,1019820,68,99
chr1,1019830,14,119
chr1,1019840,45,52
chr2,1019850,38,111
chr2,1019860,30,26
chr3,1019870,38,1
chr1,1019880,28,17
chr1,1019890,22,26
chr1,1019900,1,19
chr3,1019910,27,111
chr3,1019920,38,16
chr1,1019930,53,25
chr1,1019940,69,19
chr2,1019950,24,156
chr2,1019960,37,161
chr3,1019970,6,25
chr1,1019980,19,20
chr2,1019990,30,32
chr2,1020000,71,74
chr1,1020010,48,21
chr1,1020020,24,24
chr2,1020030,55,3
chr1,1020040,162,28
chr1,1020050,37,160
chr3,1020060,39,131
chr2,1020070,105,86
chr2,1020080,26,31
chr3,1020090,63,40
chr3,1020100,52,118
chr2,1020110,42,105
chr2,1020120,31,114
chr1,1020130,17,47
chr1,1020140,44,27
chr2,1020150,57,42
chr1,1020160,94,103
chr1,1020170,93,50
chr1,1020180,30,108
chr3,1020190,14,13
chr2,1020200,87,17
chr2,1020210,100,48
chr2,1020220,1,26
chr1,1020230,138,38
chr1,1020240,43,72
chr3,1020250,71,50
chr3,1020260,22,2
chr2,1020270,42,63
chr3,1020280,79,115
chr3,1020290,24,29
chr1,1020300,13,61
chr2,1020310,81,57
chr2,1020320,160,30
chr3,1020330,18,159
chr1,1020340,86,47
chr3,1020350,74,90
chr3,1020360,13,32
chr2,1020370,102,53
chr1,1020380,20,46
chr3,1020390,105,27
chr3,1020400,70,25
chr1,1020410,74,17
chr3,1020420,26,82
chr2,1020430,45,20
chr3,1020440,21,31
chr2,1020450,3,17
chr2,1020460,76,90
chr2,1020470,19,31
chr2,1020480,84,77
chr2,1020490,47,25
chr2,1020500,37,30
chr3,1020510,39,49
chr1,1020520,6,118
chr3,1020530,16,93
chr1,1020540,18,64
chr3,1020550,13,79
chr1,1020560,95,85
chr3,1020570,66,122
chr2,1020580,16,92
chr1,1020590,117,78
chr3,1020600,2,30
chr2,1020610,51,41
chr3,1020620,37,59
chr1,1020630,57,121
chr3,1020640,7,80
chr3,1020650,82,35
chr2,1020660,51,93
chr2,1020670,54,67
chr2,1020680,104,47
chr1,1020690,25,96
chr2,1020700,15,23
chr1,1020710,34,67
chr2,1020720,99,61
chr2,1020730,19,23
chr2,1020740,42,60
chr2,1020750,70,58
chr1,1020760,73,21
chr1,1020770,9,139
chr1,1020780,59,48
chr2,1020790,21,52
chr2,1020800,61,47
chr2,1020810,102,60
chr1,1020820,48,36
chr3,1020830,57,38
chr3,1020840,74,88
chr3,1020850,76,92
chr1,1020860,84,82
chr3,1020870,64,15
chr1,1020880,62,50
chr1,1020890,143,37
chr2,1020900,57,11
chr2,1020910,4,50
chr1,1020920,79,112
chr3,1020930,42,79
chr1,1020940,19,11
chr1,1020950,19,99
chr3,1020960,52,77
chr2,1020970,21,72
chr1,1020980,120,73
chr2,1020990,1,27
chr2,1021000,6,16
chr2,1021010,16,88
chr1,1021020,34,11
chr3,1021030,63,28
chr3,1021040,38,29
chr2,1021050,118,57
chr2,1021060,28,108
chr3,1021070,153,20
chr2,1021080,160,12
chr3,1021090,22,9
chr3,1021100,117,35
chr1,1021110,50,17
chr2,1021120,14,42
chr2,1021130,28,35
chr1,1021140,30,4
chr3,1021150,34,28
chr2,1021160,104,91
chr1,1021170,91,15
chr3,1021180,27,62
chr1,1021190,19,46
chr1,1021200,39,88
chr1,1021210,43,99
chr1,1021220,185,5
chr3,1021230,1,39
chr1,1021240,42,128
chr3,1021250,14,112
chr1,1021260,92,7
chr1,1021270,4,62
chr2,1021280,37,99
chr2,1021290,35,108
chr2,1021300,142,20
chr2,1021310,8,36
chr1,1021320,11,44
chr1,1021330,28,42
chr3,1021340,15,19
chr1,1021350,10,77
chr3,1021360,21,19
chr1,1021370,68,92
chr1,1021380,20,18
chr3,1021390,9,44
chr2,1021400,92,5
chr1,1021410,77,67
chr2,1021420,48,88
chr3,1021430,16,55
chr1,1021440,20,26
chr3,1021450,17,159
chr1,1021460,14,161
chr3,1021470,47,7
chr3,1021480,100,55
chr2,1021490,151,12
chr2,1021500,58,67
chr2,1021510,80,103
chr1,1021520,13,164
chr3,1021530,31,134
chr2,1021540,16,5
chr1,1021550,173,23
chr2,1021560,40,56
chr1,1021570,80,71
chr3,1021580,71,38
chr3,1021590,17,91
chr3,1021600,19,94
chr1,1021610,21,5
chr3,1021620,16,98
chr1,1021630,83,44
chr1,1021640,28,65
chr1,1021650,34,24
chr3,1021660,143,17
chr3,1021670,24,154
chr3,1021680,49,41
chr1,1021690,22,53
chr3,1021700,117,72
chr1,1021710,53,8
chr3,1021720,49,6
chr1,1021730,52,51
chr2,1021740,46,91
chr3,1021750,15,11
chr3,1021760,19,54
chr1,1021770,38,110
chr1,1021780,48,143
chr1,1021790,58,81
chr2,1021800,19,173
chr3,1021810,70,55
chr1,1021820,32,34
chr2,1021830,106,36
chr2,1021840,103,57
chr1,1021850,123,15
chr3,1021860,62,107
chr1,1021870,95,42
chr1,1021880,27,13
chr1,1021890,38,118
chr2,1021900,25,20
chr2,1021910,22,6
chr3,1021920,28,6
chr2,1021930,7,22
chr1,1021940,117,24
chr2,1021950,69,71
chr3,1021960,73,71
chr1,1021970,56,133
chr1,1021980,37,54
chr2,1021990,40,131
chr2,1022000,63,5
chr3,1022010,123,50
chr1,1022020,74,36
chr3,1022030,41,15
chr2,1022040,61,26
chr1,1022050,51,18
chr2,1022060,77,94
chr1,1022070,13,25
chr3,1022080,76,43
chr1,1022090,27,52
chr2,1022100,118,68
chr1,1022110,72,36
chr3,1022120,78,87
chr2,1022130,151,15
chr3,1022140,162,21
chr1,1022150,53,35
chr1,1022160,20,174
chr1,1022170,27,41
chr1,1022180,105,22
chr2,1022190,36,144
chr1,1022200,37,101
chr2,1022210,66,102
chr2,1022220,32,137
chr2,1022230,116,79
chr1,1022240,44,12
chr1,1022250,79,83
chr3,1022260,81,101
chr1,1022270,84,95
chr1,1022280,10,20
chr1,1022290,17,140
chr2,1022300,20,77
chr3,1022310,16,80
chr1,1022320,34,138
chr3,1022330,2,19
chr2,1022340,71,12
chr3,1022350,37,17
chr3,1022360,18,8
chr3,1022370,20,84
chr3,1022380,75,90
chr3,1022390,20,66
chr2,1022400,52,9
chr1,1022410,111,26
chr3,1022420,52,92
chr2,1022430,141,45
chr2,1022440,124,64
chr1,1022450,32,11
chr2,1022460,43,22
chr1,1022470,9,29
chr3,1022480,47,40
chr2,1022490,57,64
chr2,1022500,53,8
chr2,1022510,11,40
chr3,1022520,122,64
chr1,1022530,48,80
chr1,1022540,22,33
chr2,1022550,84,32
chr2,1022560,29,154
chr3,1022570,48,102
chr3,1022580,47,45
chr1,1022590,124,31
chr2,1022600,10,106
chr2,1022610,38,104
chr2,1022620,69,20
chr2,1022630,109,79
chr3,1022640,7,25
chr3,1022650,29,39
chr1,1022660,26,53
chr2,1022670,76,73
chr3,1022680,6,18
chr2,1022690,115,76
chr1,1022700,35,11
chr2,1022710,65,114
chr3,1022720,12,156
chr3,1022730,18,9
chr1,1022740,36,33
chr1,1022750,34,52
chr2,1022760,41,22
chr2,1022770,32,112
chr3,1022780,21,56
chr3,1022790,21,1
chr3,1022800,6,99
chr1,1022810,31,58
chr1,1022820,22,127
chr1,1022830,73,118
chr2,1022840,5,16
chr1,1022850,104,17
chr2,1022860,40,14
chr2,1022870,23,94
chr2,1022880,37,12
chr1,1022890,120,15
chr3,1022900,6,21
chr1,1022910,35,134
chr1,1022920,52,11
chr1,1022930,10,45
chr2,1022940,34,62
chr3,1022950,28,22
chr1,1022960,9,57
chr1,1022970,44,30
chr2,1022980,95,30
chr1,1022990,126,51
chr1,1023000,65,75
chr2,1023010,33,41
chr1,1023020,32,131
chr3,1023030,9,22
chr2,1023040,61,103
chr3,1023050,31,132
chr1,1023060,126,33
chr2,1023070,148,7
chr2,1023080,5,17
chr1,1023090,141,22
chr3,1023100,36,13
chr1,1023110,15,27
chr2,1023120,68,43
chr2,1023130,19,115
chr2,1023140,85,38
chr1,1023150,130,7
chr1,1023160,15,9
chr1,1023170,57,66
chr3,1023180,71,56
chr3,1023190,39,45
chr3,1023200,24,116
chr2,1023210,4,45
chr3,1023220,114,54
chr2,1023230,56,47
chr3,1023240,76,93
chr3,1023250,7,44
chr2,1023260,9,171
chr1,1023270,27,8
